#,City,District,Ward,address_code
319,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Trung Giã,R80199007
320,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Tân Dân,R80199003
321,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Tân Hưng,R80199017
322,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Tân Minh,R80199018
323,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Việt Long,R80199008
324,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Giang,R80199009
325,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Xuân Thu,R80199019
326,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Đông Xuân,R80198996
327,Thành Phố Hà Nội,Huyện Sóc Sơn,Xã Đức Hòa,R80198997
328,Thành Phố Hà Nội,Huyện Thanh Oai,Thị Trấn Kim Bài,R80198947
329,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Bình Minh,R80198938
330,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Bích Hòa,R80198932
331,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Cao Dương,R80198933
332,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Cao Viên,R80198945
333,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Cự Khê,R80198939
334,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Dân Hòa,R80198934
335,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Hồng Dương,R80198935
336,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Kim An,R80198936
337,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Kim Thư,R80198929
338,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Liên Châu,R80198940
339,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Mỹ Hưng,R80198948
340,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Phương Trung,R80198930
341,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Tam Hưng,R80198941
342,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Thanh Cao,R80198942
343,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Thanh Mai,R80198943
344,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Thanh Thùy,R80198937
345,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Thanh Văn,R80198931
346,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Tân Ước,R80198949
347,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Xuân Dương,R80198944
348,Thành Phố Hà Nội,Huyện Thanh Oai,Xã Đỗ Động,R80198946
349,Thành Phố Hà Nội,Huyện Thanh Trì,Thị Trấn Văn Điển,R80199287
350,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Duyên Hà,R80199297
351,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Hữu Hòa,R80199283
352,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Liên Ninh,R80199298
353,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Ngũ Hiệp,R80199285
354,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Ngọc Hồi,R80199284
355,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Tam Hiệp,R80199286
356,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Thanh Liệt,R80199294
357,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Tân Triều,R80199293
358,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Tả Thanh Oai,R80199292
359,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Tứ Hiệp,R80199290
360,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Vĩnh Quỳnh,R80199296
361,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Vạn Phúc,R80199295
362,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Yên Mỹ,R80199291
363,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Đông Mỹ,R80199289
364,Thành Phố Hà Nội,Huyện Thanh Trì,Xã Đại Áng,R80199288
365,Thành Phố Hà Nội,Huyện Thường Tín,Thị Trấn Thường Tín,R80199412
366,Thành Phố Hà Nội,Huyện Thường Tín,Xã Chương Dương,R80199419
367,Thành Phố Hà Nội,Huyện Thường Tín,Xã Duyên Thái,R80199400
368,Thành Phố Hà Nội,Huyện Thường Tín,Xã Dũng Tiến,R80199399
369,Thành Phố Hà Nội,Huyện Thường Tín,Xã Hiền Giang,R80199408
370,Thành Phố Hà Nội,Huyện Thường Tín,Xã Hà Hồi,R80199401
371,Thành Phố Hà Nội,Huyện Thường Tín,Xã Hòa Bình,R80199404
372,Thành Phố Hà Nội,Huyện Thường Tín,Xã Hồng Vân,R80199417
373,Thành Phố Hà Nội,Huyện Thường Tín,Xã Khánh Hà,R80199414
374,Thành Phố Hà Nội,Huyện Thường Tín,Xã Liên Phương,R80199394
375,Thành Phố Hà Nội,Huyện Thường Tín,Xã Lê Lợi,R80199393
376,Thành Phố Hà Nội,Huyện Thường Tín,Xã Minh Cường,R80199411
377,Thành Phố Hà Nội,Huyện Thường Tín,Xã Nghiêm Xuyên,R80199409
378,Thành Phố Hà Nội,Huyện Thường Tín,Xã Nguyễn Trãi,R80199405
379,Thành Phố Hà Nội,Huyện Thường Tín,Xã Nhị Khê,R80199415
380,Thành Phố Hà Nội,Huyện Thường Tín,Xã Ninh Sở,R80199420
381,Thành Phố Hà Nội,Huyện Thường Tín,Xã Quất Động,R80199395
382,Thành Phố Hà Nội,Huyện Thường Tín,Xã Thư Phú,R80199416
383,Thành Phố Hà Nội,Huyện Thường Tín,Xã Thắng Lợi,R80199396
384,Thành Phố Hà Nội,Huyện Thường Tín,Xã Thống Nhất,R80199402
385,Thành Phố Hà Nội,Huyện Thường Tín,Xã Tiền Phong,R80199397
386,Thành Phố Hà Nội,Huyện Thường Tín,Xã Tân Minh,R80199406
387,Thành Phố Hà Nội,Huyện Thường Tín,Xã Tô Hiệu,R80199410
388,Thành Phố Hà Nội,Huyện Thường Tín,Xã Tự Nhiên,R80199403
389,Thành Phố Hà Nội,Huyện Thường Tín,Xã Vân Tảo,R80199421
390,Thành Phố Hà Nội,Huyện Thường Tín,Xã Văn Bình,R80199418
391,Thành Phố Hà Nội,Huyện Thường Tín,Xã Văn Phú,R80199413
392,Thành Phố Hà Nội,Huyện Thường Tín,Xã Văn Tự,R80199407
393,Thành Phố Hà Nội,Huyện Thường Tín,Xã Vạn Điểm,R80199398
394,Thành Phố Hà Nội,Huyện Thạch Thất,Thị Trấn Liên Quan,R80199110
395,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Bình Phú,R80199088
396,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Bình Yên,R80199106
397,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,R80199107
398,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Chàng Sơn,R80199094
399,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Cần Kiệm,R80199089
400,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Cẩm Yên,R80199100
401,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Dị Nậu,R80199096
402,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Hương Ngải,R80199097
403,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Hạ Bằng,R80199108
404,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,R80199091
405,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Kim Quan,R80199101
406,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Lại Thượng,R80199109
407,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,R80199092
408,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Phú Kim,R80199102
409,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Thạch Hòa,R80199098
410,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Thạch Xá,R80199099
411,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Tiến Xuân,R80199104
412,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Tân Xã,R80199103
413,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Yên Bình,R80199093
414,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Yên Trung,R80199105
415,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Đại Đồng,R80199095
416,Thành Phố Hà Nội,Huyện Thạch Thất,Xã Đồng Trúc,R80199090
417,Thành Phố Hà Nội,Huyện Đan Phượng,Thị Trấn Phùng,R80199141
418,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Hạ Mỗ,R80199146
419,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,R80199151
420,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Liên Hà,R80199147
421,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,R80199148
422,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Liên Trung,R80199152
423,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Phương Đình,R80199149
424,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Song Phượng,R80199154
425,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Thượng Mỗ,R80199145
426,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Thọ An,R80199143
427,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Thọ Xuân,R80199144
428,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Trung Châu,R80199140
429,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Tân Hội,R80199155
430,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Tân Lập,R80199142
431,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Đan Phượng,R80199153
432,Thành Phố Hà Nội,Huyện Đan Phượng,Xã Đồng Tháp,R80199150
433,Thành Phố Hà Nội,Huyện Đông Anh,Thị Trấn Đông Anh,R80199221
434,Thành Phố Hà Nội,Huyện Đông Anh,Xã Bắc Hồng,R80199225
435,Thành Phố Hà Nội,Huyện Đông Anh,Xã Cổ Loa,R80199220
436,Thành Phố Hà Nội,Huyện Đông Anh,Xã Dục Tú,R80199226
437,Thành Phố Hà Nội,Huyện Đông Anh,Xã Hải Bối,R80199227
438,Thành Phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,R80199209
439,Thành Phố Hà Nội,Huyện Đông Anh,Xã Kim Nỗ,R80199210
440,Thành Phố Hà Nội,Huyện Đông Anh,Xã Liên Hà,R80199228
441,Thành Phố Hà Nội,Huyện Đông Anh,Xã Mai Lâm,R80199222
442,Thành Phố Hà Nội,Huyện Đông Anh,Xã Nam Hồng,R80199216
443,Thành Phố Hà Nội,Huyện Đông Anh,Xã Nguyên Khê,R80199211
444,Thành Phố Hà Nội,Huyện Đông Anh,Xã Thụy Lâm,R80199212
445,Thành Phố Hà Nội,Huyện Đông Anh,Xã Tiên Dương,R80199223
446,Thành Phố Hà Nội,Huyện Đông Anh,Xã Tầm Xá,R80199229
447,Thành Phố Hà Nội,Huyện Đông Anh,Xã Uy Nỗ,R80199218
448,Thành Phố Hà Nội,Huyện Đông Anh,Xã Việt Hùng,R80199231
449,Thành Phố Hà Nội,Huyện Đông Anh,Xã Vân Hà,R80199230
450,Thành Phố Hà Nội,Huyện Đông Anh,Xã Vân Nội,R80199213
451,Thành Phố Hà Nội,Huyện Đông Anh,Xã Võng La,R80199214
452,Thành Phố Hà Nội,Huyện Đông Anh,Xã Vĩnh Ngọc,R80199224
453,Thành Phố Hà Nội,Huyện Đông Anh,Xã Xuân Canh,R80199215
454,Thành Phố Hà Nội,Huyện Đông Anh,Xã Xuân Nộn,R80199219
455,Thành Phố Hà Nội,Huyện Đông Anh,Xã Đông Hội,R80199208
456,Thành Phố Hà Nội,Huyện Đông Anh,Xã Đại Mạch,R80199207
457,Thành Phố Hà Nội,Huyện Ứng Hòa,Thị Trấn Vân Đình,R80199467
458,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Cao Thành,R80199472
459,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Hoa Sơn,R80199473
460,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Hòa Lâm,R80199495
461,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Hòa Nam,R80199470
462,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Hòa Phú,R80199479
463,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Hòa Xá,R80199480
464,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Hồng Quang,R80199487
465,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Kim Đường,R80199496
466,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Liên Bạt,R80199477
467,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Lưu Hoàng,R80199481
468,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Minh Đức,R80199488
469,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Phù Lưu,R80199474
470,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Phương Tú,R80199489
471,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Quảng Phú Cầu,R80199491
472,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Sơn Công,R80199490
473,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Trung Tú,R80199471
474,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Trường Thịnh,R80199482
475,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Trầm Lộng,R80199492
476,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Tảo Dương Văn,R80199485
477,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Viên An,R80199475
478,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Viên Nội,R80199483
479,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Vạn Thái,R80199486
480,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Đông Lỗ,R80199494
481,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Đại Cường,R80199478
482,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Đại Hùng,R80199493
483,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Đồng Tiến,R80199469
484,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Đồng Tân,R80199476
485,Thành Phố Hà Nội,Huyện Ứng Hòa,Xã Đội Bình,R80199468
486,Thành Phố Hà Nội,Quận Ba Đình,Phường Cống Vị,R80199113
487,Thành Phố Hà Nội,Quận Ba Đình,Phường Giảng Võ,R80199123
488,Thành Phố Hà Nội,Quận Ba Đình,Phường Kim Mã,R80199111
489,Thành Phố Hà Nội,Quận Ba Đình,Phường Liễu Giai,R80199119
490,Thành Phố Hà Nội,Quận Ba Đình,Phường Nguyễn Trung Trực,R80199124
491,Thành Phố Hà Nội,Quận Ba Đình,Phường Ngọc Hà,R80199112
492,Thành Phố Hà Nội,Quận Ba Đình,Phường Ngọc Khánh,R80199120
493,Thành Phố Hà Nội,Quận Ba Đình,Phường Phúc Xá,R80199115
494,Thành Phố Hà Nội,Quận Ba Đình,Phường Quán Thánh,R80199116
495,Thành Phố Hà Nội,Quận Ba Đình,Phường Thành Công,R80199121
496,Thành Phố Hà Nội,Quận Ba Đình,Phường Trúc Bạch,R80199117
497,Thành Phố Hà Nội,Quận Ba Đình,Phường Vĩnh Phúc,R80199122
498,Thành Phố Hà Nội,Quận Ba Đình,Phường Điện Biên,R80199114
499,Thành Phố Hà Nội,Quận Ba Đình,Phường Đội Cấn,R80199118
500,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 1,R80198956
501,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Cổ Nhuế 2,R80198957
502,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Liên Mạc,R80198950
503,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Minh Khai,R80198959
504,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Phú Diễn,R80198951
505,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Phúc Diễn,R80198952
506,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Thượng Cát,R80198953
507,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Thụy Phương,R80198954
508,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Tây Tựu,R80198960
509,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Tảo,R80198958
510,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,R80198955
511,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Đông Ngạc,R80198961
512,Thành Phố Hà Nội,Quận Bắc Từ Liêm,Phường Đức Thắng,R80198962
513,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng,R80199161
514,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Dịch Vọng Hậu,R80199162
515,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Mai Dịch,R80199163
516,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Nghĩa Tân,R80199157
517,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Nghĩa Đô,R80199156
518,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Quan Hoa,R80199158
519,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,R80199159
520,Thành Phố Hà Nội,Quận Cầu Giấy,Phường Yên Hòa,R80199160
521,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Bách Khoa,R80199045
522,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Mai,R80199046
523,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Bạch Đằng,R80199051
524,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Cầu Dền,R80199059
525,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Lê Đại Hành,R80199042
526,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Minh Khai,R80199055
527,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Nguyễn Du,R80199048
528,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Phạm Đình Hổ,R80199049
529,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Phố Huế,R80199052
530,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,R80199053
531,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Mai,R80199057
532,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,R80199043
533,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Nhàn,R80199044
534,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Trương Định,R80199050
535,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Vĩnh Tuy,R80199058
536,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Đống Mác,R80199040
537,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Nhân,R80199041
538,Thành Phố Hà Nội,Quận Hai Bà Trưng,Phường Đồng Tâm,R80199054
539,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Chương Dương Độ,R80199508
540,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Cửa Nam,R80199509
541,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Cửa Đông,R80199503
542,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Buồm,R80199512
543,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bài,R80199497
544,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bông,R80199511
545,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bạc,R80199510
546,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Bồ,R80199498
547,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Gai,R80199500
548,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Mã,R80199513
549,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Trống,R80199514
550,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Hàng Đào,R80199499
551,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Lý Thái Tổ,R80199505
552,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Phan Chu Trinh,R80199501
553,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Phúc Tân,R80199506
554,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Tràng Tiền,R80199502
555,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Trần Hưng Đạo,R80199507
556,Thành Phố Hà Nội,Quận Hoàn Kiếm,Phường Đồng Xuân,R80199504
557,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Giáp Bát,R80199309
558,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Liệt,R80199306
559,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Hoàng Văn Thụ,R80199310
560,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Lĩnh Nam,R80199302
561,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Mai Động,R80199303
562,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Thanh Trì,R80199299
563,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Thịnh Liệt,R80199312
564,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Trần Phú,R80199307
565,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Tân Mai,R80199311
566,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Tương Mai,R80199304
567,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,R80199300
568,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,R80199301
569,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Đại Kim,R80199308
570,Thành Phố Hà Nội,Quận Hoàng Mai,Phường Định Công,R80199305
571,Thành Phố Hà Nội,Quận Hà Đông,Phường Biên Giang,R80199320
572,Thành Phố Hà Nội,Quận Hà Đông,Phường Dương Nội,R80199321
573,Thành Phố Hà Nội,Quận Hà Đông,Phường Hà Cầu,R80199328
574,Thành Phố Hà Nội,Quận Hà Đông,Phường Kiến Hưng,R80199313
575,Thành Phố Hà Nội,Quận Hà Đông,Phường La Khê,R80199324
576,Thành Phố Hà Nội,Quận Hà Đông,Phường Mộ Lao,R80199314
577,Thành Phố Hà Nội,Quận Hà Đông,Phường Nguyễn Trãi,R80199315
578,Thành Phố Hà Nội,Quận Hà Đông,Phường Phú La,R80199316
579,Thành Phố Hà Nội,Quận Hà Đông,Phường Phú Lãm,R80199325
580,Thành Phố Hà Nội,Quận Hà Đông,Phường Phú Lương,R80199329
581,Thành Phố Hà Nội,Quận Hà Đông,Phường Phúc La,R80199317
582,Thành Phố Hà Nội,Quận Hà Đông,Phường Quang Trung,R80199322
583,Thành Phố Hà Nội,Quận Hà Đông,Phường Văn Quán,R80199319
584,Thành Phố Hà Nội,Quận Hà Đông,Phường Vạn Phúc,R80199318
585,Thành Phố Hà Nội,Quận Hà Đông,Phường Yên Nghĩa,R80199326
586,Thành Phố Hà Nội,Quận Hà Đông,Phường Yết Kiêu,R80199327
587,Thành Phố Hà Nội,Quận Hà Đông,Phường Đồng Mai,R80199323
588,Thành Phố Hà Nội,Quận Long Biên,Phường Bồ Đề,R80199435
589,Thành Phố Hà Nội,Quận Long Biên,Phường Cự Khối,R80199442
590,Thành Phố Hà Nội,Quận Long Biên,Phường Gia Thụy,R80199433
591,Thành Phố Hà Nội,Quận Long Biên,Phường Giang Biên,R80199436
592,Thành Phố Hà Nội,Quận Long Biên,Phường Long Biên,R80199440
593,Thành Phố Hà Nội,Quận Long Biên,Phường Ngọc Lâm,R80199437
594,Thành Phố Hà Nội,Quận Long Biên,Phường Ngọc Thụy,R80199443
595,Thành Phố Hà Nội,Quận Long Biên,Phường Phúc Lợi,R80199434
596,Thành Phố Hà Nội,Quận Long Biên,Phường Phúc Đồng,R80199444
597,Thành Phố Hà Nội,Quận Long Biên,Phường Sài Đồng,R80199441
598,Thành Phố Hà Nội,Quận Long Biên,Phường Thượng Thanh,R80199438
599,Thành Phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,R80199445
600,Thành Phố Hà Nội,Quận Long Biên,Phường Việt Hưng,R80199439
601,Thành Phố Hà Nội,Quận Long Biên,Phường Đức Giang,R80199432
602,Thành Phố Hà Nội,Quận Nam Từ Liêm,Phường Cầu Diễn,R80199427
603,Thành Phố Hà Nội,Quận Nam Từ Liêm,Phường Mễ Trì,R80199429
